last milk,AI bull no ISR,last SCC,AI type,not for AI,exp. Calving,at milk,preg,lact no,status,barach,group,group name,cull date,enter way,breed,MGS,sex,cow name,tag color,no.tag plasic,no tag ,burn no,government no,sire,se number,computer no,cow no,computer mom,avg milk last 10 days,avg milkig time in last 10 days,brd milk kg,brd fat kg,brd prot kg,brd fat pre,brd prot pre,brd SCC,brd ECM,udder,ati,legs,brd milk mom,brd fat kg mom,brd prot mom,brd fat pre mom,brd prot pre mom,brd SCC mom,brd ecm mom,brd tpi mom,brd udder mom,brd legs mom,brd milk sire,brd fat kg sire,brd prot kg sire,brd fat pre sire,brd prot pre sire,brd SCC sire,brd ecm sire,brd tpi sire,brd udder sire,brd legs sire,brd dau fertilty,brd still birth,brd calvig easy,birth date,exit way,exit erson,exiy weight,price per kg,exit price,bayer,calving date,dry date,last dhi date,no dhi ater calving,pl milk kg,last AI date,pl Fat kg,pl prot kg,pl kaktuz_miz,adjust milk kg,adjust fat kg,adjust prot kg,mom se,mom name,DMI,days in preg,bayer name,byaer farm nmae,days after AI,days till next calving,days till dry,enter whight,wining wheight,growth rate,growth rate total,days after dry,BCS date after calvig ,total wight,BCS pick milk date,BCS pick milk,BCS dry date,BCS dry,BCS half dry date,BCS half dry,avg milk,avg ecm,wested days AI,open days,rest days,SCC calc1,ECM total at lact,ecm according the heard,no of milking by day,last DHI date,last heating date,last abortion,adjust ecm,edjust ecm prev lact,adjust prot kg prev lact,adjust milk prev lact,adjust fat kg prev lact,DIM prev lact,mate 1,inseminator name,highet,exp milk kg 305,exp fat kg 305,exp ecm 305,exp prot kg ,match bull,exp exm 305 ?,age by month,adjust ecm,feed lot,days till dry,rep,AI time,fat pre DHI,prot pre DHI,supply,pl prot pre,efect preg date,pl milk,highet date,last calving days in dry,for cull,pl fat pre,preg,PGS,date molk day,last calvig date,fat/prot,last milk1,?,last whight,last wheight date,enter date,enter last date,days in last group,?,last se,birth month,whight1,whight2,whight3,whight4,whight5,whight6,whight7,whight8,whight rate 1,whight rate 2,whight rate 3,whight rate 4,whight rate 5,whight rate 6,whight rate 7,whight rate 8,whight date 1,whight date 2,whight date 3,whight date 4,whight date 5,whight date 6,whight date 7,whight date 8,date pick milk,kg at pick,bying price,?,last vet ,last vet diagnosis,sorting,vac date ,vac drug,last gov no,age in 1 lact,persistence 1,persistence 1,no live bull,live bulld fate,colestrom value1,colestrom value2,refractometers value,remark,last AI date
17.3,,77,,0,,1,0,2,0,3,93,חולבות*,08/01/1998,1,1,3089,2,,,,,713,,3212,713,96697081,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/01/1995,4,99,,,,9999999,05/12/1997,,19/12/1997,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,35.2,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,05/12/1997,,,,,,,,,,,31/01/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
26.1,3789,106,2,0,,1,0,1,0,3,93,חולבות*,12/02/1999,60,1,3070,2,,,,,740,,3080,740,97697081,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/02/1995,4,24,,,,9999999,18/10/1997,,17/01/1999,15,13708.9,10,492.5,449.7,0,10510.8,352.4,323.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13849,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9379,47.6,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,18/10/1997,,,,,,,,,,,20/02/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,22/10/1998
31.5,3713,148,2,0,,1,0,1,0,3,93,חולבות*,17/09/1997,1,1,3053,2,,,,,715,,3241,715,98697081,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/02/1995,1,99,,,,9999999,27/02/1997,,14/09/1997,2,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,30.8,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,27/02/1997,,,,,,,,,,,21/02/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,03/09/1997
37.7,3481,271,2,0,,1,0,2,0,3,93,חולבות*,07/12/1998,1,1,3070,2,,,,,716,,2335,716,99697081,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/02/1995,4,30,,,,9999999,26/07/1998,,13/11/1998,4,4204.2,4,127.4,121.2,0,9994.4,312.5,300.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3733,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9400,45.3,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,26/07/1998,,,,,,,,,,,23/02/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,30/11/1998
,,,,0,,1,0,1,0,3,93,חולבות*,07/08/1997,1,1,3080,2,,,,,717,,2335,717,100697081,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/03/1995,1,24,,,,9999999,26/03/1997,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,28.9,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,26/03/1997,,,,,,,,,,,09/03/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
21.1,,61,,0,,0,0,1,0,3,93,חולבות*,09/02/1998,1,1,3089,2,,,,,718,,3208,718,101697081,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/1995,1,99,,,,9999999,01/03/1997,11/12/1997,25/11/1997,4,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,34.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,01/03/1997,,,,,,,,,,,18/03/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
32,,1355,,0,,1,0,2,0,3,93,חולבות*,26/03/1998,1,1,3070,2,,,,,721,,3208,721,102697081,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/1995,1,99,,,,9999999,09/02/1998,,22/03/1998,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,36,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,09/02/1998,,,,,,,,,,,24/03/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,1,0,4,0,3,93,חולבות*,06/09/2000,1,1,,2,,,,,743,,3168,743,120697081,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/09/1995,4,60,,,,0,25/08/2000,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,59.4,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,25/08/2000,,,,,,,,,,,22/09/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
27.7,3724,128,2,0,06/08/1998,1,1,1,0,3,93,חולבות*,03/04/1998,1,1,3016,2,,,,,744,,3212,744,121697081,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/09/1995,1,99,,,,9999999,08/09/1997,,22/03/1998,7,5989.6,1,186.4,171.4,0,11358.7,347.5,324.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5343,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7987,30.3,,0,,,00:00,,,,,03/11/1997,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,08/09/1997,,,,,,,,,,,22/09/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,03/11/1997
40.8,,27,,0,,1,0,3,0,3,93,חולבות*,21/08/1999,1,1,3089,2,,,,,747,,3080,747,122697081,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/09/1995,3,51,,,,0,28/07/1999,,20/08/1999,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,46.6,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,28/07/1999,,,,,,,,,,,29/09/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
1,3089,100,2,0,,1,0,4,0,3,93,חולבות*,24/12/2000,1,1,,2,,,,,754,,3168,754,123697081,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/10/1995,4,30,,,,0,29/08/2000,,19/12/2000,3,4102.6,1,153.8,117.9,0,9919.1,352.5,299.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3914,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9968,62.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,29/08/2000,,,,,,,,,,,01/10/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,06/12/2000
24.5,3905,484,2,1,,1,0,4,0,3,93,חולבות*,26/12/2001,1,1,3080,2,,,,,770,,,770,143697081,770,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/1996,4,61,,,,0,23/01/2001,,08/12/2001,11,10371.6,4,354.2,322.6,0,9495,323.2,292.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,9997,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9813,69.1,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,23/01/2001,,,,,,,,,,,18/03/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,08/08/2001
37.8,,46,,0,,1,0,2,0,3,93,חולבות*,30/04/2000,1,1,2335,2,,,,,820,,3258,820,144697081,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/03/1996,4,66,,,,0,25/01/2000,,10/04/2000,3,3607.1,0,129.8,101.5,0,9604.8,332.6,282.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3352,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9412,49.3,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,25/01/2000,,,,,,,,,,,19/03/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,1,0,8,0,3,93,חולבות*,15/01/2006,1,1,3089,2,,,,,773,,3274,773,145697081,773,,10.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/1996,4,64,,,,1,11/01/2006,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,117.4,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,11/01/2006,,,,,,,,,,,27/03/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,1,0,5,0,3,93,חולבות*,10/11/2002,1,1,,2,,,,,785,,,785,155697081,785,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/08/1996,4,68,,,,0,08/11/2002,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,74.4,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,08/11/2002,,,,,,,,,,,25/08/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
51,,52,,0,,1,0,4,0,3,93,חולבות*,17/02/2002,1,1,,2,,,,,787,,,787,156697081,787,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/09/1996,4,99,,,,0,22/01/2002,,11/02/2002,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,65.4,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,22/01/2002,,,,,,,,,,,01/09/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
15.8,3651,63,2,1,,1,0,2,0,3,93,חולבות*,15/11/2001,1,1,3016,2,כחולה,,,,788,,3212,788,157697081,788,24697081,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/1996,4,24,,,,0,03/07/2000,,21/10/2001,16,14781.4,6,472.4,502.4,0,10319.5,335.7,346.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,14688,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10804,62.1,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,03/07/2000,,,,,,,,,,,08/09/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,17/08/2001
,,,,0,,1,0,7,0,3,93,חולבות*,06/02/2005,1,1,,2,,,,,789,,3208,789,158697081,789,,16.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/1996,4,62,,,,1,31/01/2005,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,100.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,31/01/2005,,,,,,,,,,,10/09/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
24.8,3850,197,2,0,,1,0,2,0,3,93,חולבות*,24/05/2000,1,1,3212,2,,,,,790,,3208,790,159697081,790,82697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/09/1996,4,99,,,,0,24/09/1999,,16/05/2000,8,7988,1,277.7,270,0,10224,343.6,333.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8122,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10275,44.3,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,24/09/1999,,,,,,,,,,,11/09/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,31/12/1999
34.2,7053,33,2,0,,1,0,4,0,3,93,חולבות*,14/01/2003,1,1,,2,,,,,802,,5181,802,174697081,802,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/11/1996,4,41,,,,1,29/05/2002,,12/01/2003,8,8853.4,1,283.3,269.2,0,11305.2,370,348.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8247,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10912,73.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,29/05/2002,,,,,,,,,,,17/11/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,03/09/2002
52.2,,78,,0,,1,0,4,0,3,93,חולבות*,17/02/2002,1,1,,2,,,,,806,,3289,806,175697081,806,12697081,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/12/1996,4,99,,,,0,24/01/2002,,11/02/2002,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,61.5,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,24/01/2002,,,,,,,,,,,28/12/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
24.4,3661,126,2,0,,1,0,1,0,3,94,מבכירות*,15/09/1999,1,1,3070,2,,,,,807,,5181,807,176697081,807,43697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/12/1996,4,61,,,,0,07/02/1999,,13/09/1999,8,4715.2,6,177.6,172.1,0,8172.4,299.3,289.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5145,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7866,32.5,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,07/02/1999,,,,,,,,,,,29/12/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,22/08/1999
22.9,3966,911,2,0,,1,0,3,0,3,93,חולבות*,12/04/2002,1,1,2337,2,,,,,808,,3301,808,177697081,808,63697081,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/12/1996,4,41,,,,0,07/05/2001,,12/03/2002,11,12917.5,4,499.5,413.2,0,12303.7,471.2,386.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13199,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13106,63.2,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,07/05/2001,,,,,,,,,,,30/12/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,08/11/2001
16.8,3646,90,2,1,,1,0,2,0,3,93,חולבות*,03/10/2000,1,1,3059,2,,,,,809,,5180,809,178697081,809,9697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/01/1997,4,61,,,,0,01/02/2000,,18/09/2000,8,7162.5,2,280.7,243.1,0,8837.6,341.9,296.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,7598,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9550,44.8,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,01/02/2000,,,,,,,,,,,06/01/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,17/08/2000
31.8,3980,47,2,0,,1,0,4,0,3,93,חולבות*,18/05/2004,1,1,3053,2,,,,,826,,3304,826,193697081,826,14697081,15.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/07/1997,4,41,,,,1,28/04/2003,,16/05/2004,13,12538.4,3,464,394.1,0,10763.1,391.9,331.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,12494,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10793,81.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,28/04/2003,,,,,,,,,,,23/07/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,24/10/2003
41.5,,32,,0,,1,0,5,0,3,93,חולבות*,02/12/2003,1,1,2335,2,,,,,827,,3304,827,194697081,827,76697081,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/1997,4,99,,,,1,15/09/2003,,19/11/2003,3,2771.7,0,110.6,79,0,9953.3,348.2,299,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,2696,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9858,75.9,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,15/09/2003,,,,,,,,,,,31/07/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
27.9,,29,,1,,1,0,1,0,3,94,מבכירות*,27/02/2000,1,1,2357,2,,,,,828,,3258,828,195697081,828,61697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/08/1997,4,62,,,,0,13/08/1999,,22/02/2000,7,5835.1,0,209.5,190.7,0,10712.2,371.6,348.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5881,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9581,30.8,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,13/08/1999,,,,,,,,,,,02/08/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
49.2,,74,,0,,1,0,5,0,3,93,חולבות*,08/02/2004,1,1,2357,2,,,,,829,,3274,829,196697081,829,55697081,18.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/1997,4,60,,,,1,27/10/2003,,13/01/2004,3,4564.1,0,174.9,131.4,0,11468,389.4,332.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4394,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11159,77.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,27/10/2003,,,,,,,,,,,14/08/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,3304,,2,0,07/08/1999,0,1,0,0,2,92,עגלות*,17/06/1999,1,1,2176,2,,,,,830,,3274,830,197697081,830,21697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/1997,4,99,,,,9999999,15/08/1997,,,,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,22,,0,,,00:00,,,,,04/11/1998,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,,,,,,,,,,,,15/08/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,04/11/1998
25.3,3914,106,2,0,,1,0,1,0,3,94,מבכירות*,16/05/2000,1,1,3099,2,,,,,831,,3241,831,198697081,831,20697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/08/1997,4,41,,,,0,04/08/1999,,16/05/2000,10,7875,2,299.2,248.9,0,9768.9,360.5,298.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,7944,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8383,32.7,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,04/08/1999,,,,,,,,,,,23/08/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,12/12/1999
35.4,,59,,0,,1,0,3,0,3,93,חולבות*,17/02/2002,1,1,3070,2,,,,,851,,3241,851,218697081,851,34697081,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/1997,4,99,,,,0,18/11/2001,,11/02/2002,3,3233,0,125.7,97.8,0,9240.3,313.7,279.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3212,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9566,51.9,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,18/11/2001,,,,,,,,,,,19/10/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
28.6,7053,81,2,0,,1,0,3,0,3,93,חולבות*,01/01/2003,1,1,2357,2,,,,,852,,3241,852,219697081,852,56697081,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/10/1997,4,41,,,,1,09/04/2002,,17/12/2002,9,9330.4,4,349.6,299.4,0,10234.4,379.8,330.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,9445,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10809,62.3,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,09/04/2002,,,,,,,,,,,19/10/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,16/10/2002
28.2,3903,245,2,0,,1,0,5,0,3,93,חולבות*,18/02/2005,1,1,3208,2,,,,,853,,3274,853,220697081,853,71697081,15.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/10/1997,4,24,,,,1,30/03/2004,,15/02/2005,11,13153.7,4,428.7,388.8,0,12715,416.8,375.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,12131,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11927,87.8,,0,,,00:00,,,,,,,04/12/2014,,0,,קליטה מקובץ,,04/12/2014,30/03/2004,,,,,,,,,,,21/10/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,06/01/2005
