r_last_halav,mispar_par_mazria,r_last_somatim,r_sug_last_hazraa,ri_hafsakat_hazraa,r_trc_hamlata_zfuy,ri_holevet,ri_hara,r_tahluva,c_status_bakar,c_shluha,c_kvuza,r_teur_kvuza,r_trc_yezia,c_knisa,c_geza,mispar_av_em,c_min,r_shem,c_zeva,r_otomati,r_kvia,r_ozen,c_par,mispar_par,k_zhy_unique,k_zhy_movil,c_em_unique,r_memuza_halav_yomi,r_memuza_halivot,r_ag_kg_halav,r_ag_kg_shuman,r_ag_kg_helbon,r_ag_ahuz_shuman,r_ag_ahuz_helbon,r_ag_ahuz_rts,r_ag_kg_hamam,r_calc_tpi,r_reglaim,ag_kg_halav_m,ag_kg_shuman_m,ag_kg_helbon_m,ag_ahuz_shuman_m,ag_ahuz_helbon_m,ag_ahuz_rts_m,ag_kg_hamam_m,r_calc_tpi_m,r_atin_klali_m,r_reglaim_m,ag_kg_halav_f,ag_kg_shuman_f,ag_kg_helbon_f,ag_ahuz_shuman_f,ag_ahuz_helbon_f,ag_ahuz_rts_f,ag_kg_hamam_f,r_calc_tpi_f,r_atin_klali_f,r_reglaim_f,comp_ag_brd_frt_f,r_horasha_tmotat_vladot,r_horasha_hamlata_k,r_atin_klali,r_trc_lida,c_ofen_yezia,c_siba,r_mishkal,r_mehir_kg,r_mehir_bakar,c_lakoah,r_trc_hatchala,r_trc_ybush,r_bikoret_ahron,r_bikoret,chalav_miz,azraa_aharon,suman_miz,chelbon_miz,lkaktuz_miz,chalav_metukan,suman_metukan,helbon_metukan,comp_se_em,comp_shem_em,comp_yamim_batchluva,comp_yemey_herayon,comp_shem_kone,comp_meshek_kodem,comp_yamim_mehazraa,comp_yamim_lehamlata,comp_yamim_leyebush,comp_mishkal_knisa,comp_mishkal_gmila,,comp_mishkal_leyom,comp_yamim_beyebush,comp_date_tzyun_hamlata,comp_derug_hamlata,comp_date_tzyun_chalav,comp_derug_si_halav,comp_date_tzyun_yoves,comp_derug_yovesh,comp_date_tzyun_emza_yoves,comp_derug_emza,comp_halav_yomi,comp_hamam_yomi,comp_srak,comp_rik,comp_menucha,comp_somatim_1,chamam_mitztaber,hefres_eder,halivot_aharon,chamam_bikoret_achrona,comp_date_drisha,comp_date_hapala,hmm_mtukan,copm_hmm_mtukan_befor,copm_helbon_mtukan_befor,copm_halav_mtukan_befor,copm_shuman_mtukan_befor,copm_ymei_heryon_befor,r_match_par_1,shem_mazriaa,comp_gova,comp_halav_p,comp_shuman_p,comp_hamam_p,comp_helbon_p,comp_match_par,r_hmm_muarah,comp_gil_bechodashim,comp_hmm_mtukan,c_pitum,date_comp_yamim_leyebush,comp_ashnot,shaa_mazriaa,comp_shuman_bikoert,comp_helbun_bikoert,comp_sapak,comp_avg_helbon_all_life,r_trc_hafraia,comp_tnuvat_haim,comp_trc_gova,comp_yebush_befor,r_ind_suman_leyezia,comp_avg_shuman_all_life,r_heara,comp_av_hhav,comp_trc_halav_yomi,comp_hamlata_haharon,comp_shuman_per_helbun_bikoert,comp_last_halav1,comp_null_integer,comp_mishkal,comp_date_mishkal,r_trc_knisa,r_trc_last_knisa,comp_shehut_kvuza,comp_null_dec,comp_eder_kodem,comp_month_lida,skila1,skila2,skila3,skila4,skila5,skila6,skila7,skila8,tami_skila1,tami_skila2,tami_skila3,tami_skila4,tami_skila5,tami_skila6,tami_skila7,tami_skila8,trc_skila1,trc_skila2,trc_skila3,trc_skila4,trc_skila5,trc_skila6,trc_skila7,trc_skila8,comp_peak,comp_peak_yamim,comp_mehir_knia,comp_yamim_hlv_kodem,comp_trc_avhana,comp_avhana,ext_sort_selected,comp_trc_hisun,comp_hisun,comp_ozen_old,ext_gil_hamlata1,ext_hatmada_h,ext_hatmada_p,comp_par_harbaa,comp_trc_par_harbaa,comp_erch_colostrum_1,comp_erch_colostrum_2,comp_erch_refractometers,comp_bne_bakar_remarks
,5719,,2,0,20/08/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,3811,2,,,1163730,1879,,5462,5462,1405,1879,575,,,-94,-4.8,-0.8,-0.02,0.02,-0.03,40,38,100,,,,,,,,,,,,,,,,,,,,,,-0.308,-0.265,98,14/08/2013,,,,,,,14/08/2013,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.9,,0,,,00:00,,,,,16/11/2014,,13/05/2015,,0,,,,13/05/2015,,,,,40,14/08/2013,,,,,,01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5715,,2,0,02/09/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5402,2,,,1163982,1880,,4972,4972,1406,1880,1180,,,-227,1.1,-0.2,0.08,0.06,-0.15,75,93,101,,,,,,,,,,,,,,,,,,,,,,-0.175,1.123,100,15/08/2013,,,,,,,15/08/2013,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.9,,0,,,00:00,,,,,29/11/2014,,13/05/2015,,0,,,,13/05/2015,,,,,40,15/08/2013,,,,,,01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5637,,2,0,20/07/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5411,2,,,0,1881,,5463,5463,1407,1881,949,,,-132,-4.1,-0.3,0.01,0.04,-0.11,10,-2,103,,,,,,,,,,,,,,,,,,,,,,,,97,17/08/2013,,,,,,,17/08/2013,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.8,,0,,,00:00,,,,,16/10/2014,,13/05/2015,,0,,,,13/05/2015,,,,,40,17/08/2013,,,,,,01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5469,,2,0,13/08/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,7149,2,,,4682847,1882,,5461,5461,1408,1882,1041,,,56,3.1,4.7,0.01,0.03,-0.06,167,188,100,,,,,,,,,,,,,,,,,,,,,,0.063,0.573,99,28/08/2013,,,,,,,28/08/2013,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.4,,0,,,00:00,,,,,09/11/2014,,13/05/2015,,0,,,,13/05/2015,,,,,40,28/08/2013,,,,,,01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5455,,2,0,06/08/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5434,2,,,4683884,1883,,5659,5659,1409,1883,1102,,,199,-2.1,5.3,-0.08,-0.01,-0.1,102,134,101,,,,,,,,,,,,,,,,,,,,,,0.488,1.493,103,31/08/2013,,,,,,,31/08/2013,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.3,,0,,,00:00,,,,,02/11/2014,,13/05/2015,,0,,,,13/05/2015,,,,,40,31/08/2013,,,,,,01/08/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5637,,2,0,19/10/2015,0,1,0,1,2,7,עגלות  בוגרות,,1,4,5448,2,,,4683859,1884,,5463,5463,1410,1884,1188,,,-475,-14.7,-9.3,0.02,0.06,-0.07,-326,-380,101,,,,,,,,,,,,,,,,,,,,,,0.163,1.15,100,08/09/2013,,,,,,,08/09/2013,,,0,0,2,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.1,,0,,,00:00,,,,,15/01/2015,,13/05/2015,,0,,,,13/05/2015,,,,,40,08/09/2013,,,,,,01/09/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
26.1,,27,,1,,1,0,1,0,3,1,חולבות,24/11/2011,1,4,3904,2,,,,1626,,4129,4129,1146,1626,203,15.5,1,-73,1,3.6,0.03,0.05,-0.01,162,232,109,,,,,,,,,,,,,,,,,,,,,,0.653,2.523,100,30/10/2009,4,61,,,,1,01/10/2011,,16/11/2011,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,24.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,01/10/2011,,,,40,30/10/2009,,,,,,01/10/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
21.3,4982,45,2,1,,1,0,1,0,3,1,חולבות,25/08/2013,1,4,5402,2,,,,1636,,5584,5584,1157,1636,866,10.3,1,20,-9,-3.2,-0.08,-0.03,-0.24,-172,-144,105,,,,,,,,,,,,,,,,,,,,,,-0.14,2.15,106,04/02/2010,4,24,,,,1,06/03/2012,,05/08/2013,11,16541.2,8,628.7,555.7,0,11871.9,427.7,360.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,17263,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10107,42.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,06/03/2012,,,,40,04/02/2010,,,,,,01/02/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
19.3,,99,,1,,1,0,4,1,3,1,חולבות,,1,4,5565,2,,,4322423,1637,,5448,5448,1158,1637,1019,26.4,2,-437,-19.9,-9.7,-0.04,0.04,0.16,-454,-500,106,,,,,,,,,,,,,,,,,,,,,,-0.035,2.2,105,24/02/2010,,,,,,,25/01/2015,,,,0,0,0,0,0,0,0,0,,        ,108,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,62.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,25/01/2015,,,,40,24/02/2010,,,,,,01/02/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5474,,2,0,,1,0,4,1,3,1,חולבות,,1,4,3903,2,,,4428516,1638,,5439,5439,1159,1638,725,43.9,2,-533,-21,-15.7,-0.02,0.01,0.1,-554,-663,100,,,,,,,,,,,,,,,,,,,,,,1.15,1.995,99,27/03/2010,,,,,,,13/01/2015,,,,0,1,0,0,0,0,0,0,,        ,120,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,61.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,13/01/2015,,,,40,27/03/2010,,,,,,01/03/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
27.2,4813,216,2,1,,1,0,1,0,3,1,חולבות,25/08/2013,1,4,5412,2,,,,1640,,5595,5595,1162,1640,924,14.1,1,-330,-25.4,-16.2,-0.12,-0.05,0.04,-652,-774,101,,,,,,,,,,,,,,,,,,,,,,1.175,2.7,103,15/04/2010,4,41,,,,1,18/06/2012,,05/08/2013,9,12703,9,433.2,386.4,0,10269.3,340.3,286,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,12087,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8310,40.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,18/06/2012,,,,40,15/04/2010,,,,,,01/04/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
32,5464,77,2,1,,1,0,2,0,3,1,חולבות,12/02/2015,1,1,3803,2,,,,1639,,5579,5579,1163,1639,817,9.6,1,348,-7.5,2.5,-0.17,-0.07,0.14,-98,-61,102,,,,,,,,,,,,,,,,,,,,,,-0.142,-0.327,106,18/04/2010,88,41,,,,1,30/11/2013,,15/12/2014,6,18831.7,4,818.3,608.3,0,14991.5,646.4,460.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,20192,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,16551,57.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,30/11/2013,,,,40,18/04/2010,,,,,,01/04/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
36.1,5715,45,2,0,29/06/2015,1,1,3,0,3,1,חולבות,16/03/2015,1,4,66666,2,,,,1641,,5439,5439,1164,1641,956,10.3,2,-483,-9.4,-10.1,0.07,0.04,-0.05,-345,-407,100,,,,,,,,,,,,,,,,,,,,,,1.135,1.64,100,10/05/2010,3,30,,,,1,16/07/2014,,15/12/2014,2,6367.6,1,236.6,222.1,0,10510.1,395,361.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6737,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10606,58.1,,0,,,00:00,,,,,25/09/2014,,13/05/2015,,0,,,,13/05/2015,16/07/2014,,,,40,10/05/2010,,,,,,01/05/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
37,5715,55,2,0,01/11/2015,1,1,1,1,3,1,חולבות,,1,4,5435,2,,,1393671,1808,,5454,5454,1333,1808,1111,39.5,2,-97,-5.1,-2.1,-0.02,0.01,-0.01,-77,-95,101,,,,,,,,,,,,,,,,,,,,,,-0.19,1.158,100,14/06/2012,,,,,,,25/08/2014,,15/12/2014,1,0,2,0,0,0,0,0,0,,        ,261,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,34.9,,0,,,00:00,,,,,28/01/2015,,13/05/2015,,0,,,,13/05/2015,25/08/2014,,,,40,14/06/2012,,,,,,01/06/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
30.6,5595,55,2,0,12/08/2015,1,1,1,1,3,1,חולבות,,1,4,4940,2,,,4359559,1809,,5455,5455,1334,1809,754,28.1,2,-179,-2.7,-4.7,0.04,0.01,-0.09,-35,-32,104,,,,,,,,,,,,,,,,,,,,,,,,100,17/06/2012,,,,,,,24/05/2014,,15/12/2014,3,4315.4,4,175.5,155.7,0,11050,429.7,389.2,,        ,354,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4799,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10271,34.8,,0,,,00:00,,,,,08/11/2014,,13/05/2015,,0,,,,13/05/2015,24/05/2014,,,,40,17/06/2012,,,,,,01/06/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
29.6,5454,55,2,0,02/11/2015,1,1,1,1,3,1,חולבות,,1,4,5591,2,,,4161448,1810,,5455,5455,1335,1810,1096,27.1,2,166,-2.6,3.2,-0.07,-0.02,0.07,43,69,102,,,,,,,,,,,,,,,,,,,,,,-0.28,0.185,102,20/06/2012,,,,,,,24/05/2014,,15/12/2014,3,4099.1,6,167.1,148.9,0,10729.1,418.2,379.2,,        ,354,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4580,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10004,34.7,,0,,,00:00,,,,,29/01/2015,,13/05/2015,,0,,,,13/05/2015,24/05/2014,,,,40,20/06/2012,,,,,,01/06/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
32.4,5476,55,2,1,,1,0,1,1,3,1,חולבות,,1,4,5591,2,,,4256754,1811,,5455,5455,1336,1811,1174,29,2,138,-3.9,3,-0.08,-0.01,0.14,-8,9,102,,,,,,,,,,,,,,,,,,,,,,-0.28,0.185,102,22/06/2012,,,,,,,02/06/2014,,15/12/2014,3,3794.6,12,167.7,141.9,0,10718.7,431.4,384.1,,        ,345,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4433,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10222,34.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,02/06/2014,,,,40,22/06/2012,,,,,,01/06/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,08/07/2012,1,4,5439,2,,,,1812,,5454,5454,1337,1812,1114,,,-349,-10.3,-6.2,0.02,0.05,0.04,-280,-331,100,,,,,,,,,,,,,,,,,,,,,,0.958,1.453,100,03/07/2012,3,15,,,,0,03/07/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,03/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
26.7,5740,55,2,0,16/09/2015,1,1,1,1,3,1,חולבות,,1,4,5402,2,,,4157227,1813,,5449,5449,1338,1813,1179,31.5,2,-603,-14.9,-8.9,0.06,0.09,-0.08,-327,-395,102,,,,,,,,,,,,,,,,,,,,,,-0.125,3.023,99,09/07/2012,,,,,,,09/06/2014,,15/12/2014,2,3686.2,5,140.3,134.3,0,10522.9,401.1,372.4,,        ,338,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4032,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9663,34,,0,,,00:00,,,,,13/12/2014,,13/05/2015,,0,,,,13/05/2015,09/06/2014,,,,40,09/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
25.4,5719,55,2,0,28/09/2015,1,1,1,1,3,1,חולבות,,1,4,5434,2,,,4161528,1814,,5450,5450,1339,1814,1102,20.2,2,-482,-15.1,-9,0.02,0.05,0.27,-454,-545,100,,,,,,,,,,,,,,,,,,,,,,-0.262,0.243,99,10/07/2012,,,,,,,28/06/2014,,15/12/2014,2,3164.8,5,128.7,118.6,0,10528.9,409.1,377.9,,        ,319,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3596,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9937,34,,0,,,00:00,,,,,25/12/2014,,13/05/2015,,0,,,,13/05/2015,28/06/2014,,,,40,10/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
33.8,5595,55,2,0,01/08/2015,1,1,1,1,3,1,חולבות,,1,4,5584,2,,,4126561,1815,,5455,5455,1340,1815,1058,19.3,2,65,-5,-0.6,-0.07,-0.02,-0.07,-48,16,104,,,,,,,,,,,,,,,,,,,,,,-0.225,0.56,107,17/07/2012,,,,,,,17/06/2014,,15/12/2014,2,4332.1,2,165.5,147,0,12762.7,474.8,441.9,,        ,330,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4555,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11447,33.8,,0,,,00:00,,,,,28/10/2014,,13/05/2015,,0,,,,13/05/2015,17/06/2014,,,,40,17/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
35.6,5453,55,2,0,07/10/2015,1,1,1,1,3,1,חולבות,,1,4,4129,2,,,6276816,1816,,5638,5638,1341,1816,1177,34.7,2,42,4,10,0.02,0.07,-0.19,369,472,106,,,,,,,,,,,,,,,,,,,,,,1.05,1.685,103,22/07/2012,,,,,,,19/08/2014,,15/12/2014,1,0,4,0,0,0,0,0,0,,        ,267,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,33.6,,0,,,00:00,,,,,03/01/2015,,13/05/2015,,0,,,,13/05/2015,19/08/2014,,,,40,22/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,5687,,2,0,,0,0,0,0,2,7,עגלות  בוגרות,10/06/2014,1,4,5409,2,,,,1817,,5450,5450,1342,1817,1120,,,-714,-16.4,-12.9,0.08,0.09,0.27,-596,-708,101,,,,,,,,,,,,,,,,,,,,,,0.093,1.375,100,23/07/2012,4,41,,,,1,23/07/2012,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,22.5,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,23/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,01/09/2012,1,4,3884,2,,,,1819,,5455,5455,1344,1819,896,,,66,3.7,3.8,0.01,0.02,0.02,156,184,100,,,,,,,,,,,,,,,,,,,,,,-0.435,0.008,99,26/07/2012,3,16,,,,1,26/07/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,1.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,26/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
33.1,5469,55,2,0,10/11/2015,1,1,1,1,3,1,חולבות,,1,4,4940,2,,,4321607,1820,,5455,5455,1345,1820,723,30.7,2,74,1.8,1.3,-0.01,-0.01,-0.09,135,173,107,,,,,,,,,,,,,,,,,,,,,,,,97,31/07/2012,,,,,,,11/08/2014,,15/12/2014,1,0,4,0,0,0,0,0,0,,        ,275,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,33.3,,0,,,00:00,,,,,06/02/2015,,13/05/2015,,0,,,,13/05/2015,11/08/2014,,,,40,31/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,4,יונקיה,17/10/2012,1,4,3884,2,,,,1818,,5455,5455,1346,1818,896,,,-373,-9.9,-4.3,0.03,0.07,-0.2,-61,-72,100,,,,,,,,,,,,,,,,,,,,,,0.375,1.325,99,26/07/2012,4,81,,,,1,26/07/2012,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,2.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,40,26/07/2012,,,,,,01/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
2.7,,65,,0,,1,0,1,0,3,1,חולבות,17/09/2014,1,4,5442,2,,,,1821,,4129,4129,1347,1821,1125,1,2,-374,-9.9,-4.3,0.03,0.07,-0.2,-61,-31,111,,,,,,,,,,,,,,,,,,,,,,0.4,1.35,98,02/08/2012,3,17,,,,1,26/06/2014,,11/08/2014,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,25.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,26/06/2014,,,,40,02/08/2012,,,,,,01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
33.6,5740,55,2,0,14/10/2015,1,1,1,1,3,1,חולבות,,1,4,5402,2,,,4321602,1822,,5454,5454,1348,1822,1180,28,2,-137,-2,-3,0.03,0.01,-0.04,-79,-98,101,,,,,,,,,,,,,,,,,,,,,,-0.175,1.123,99,08/08/2012,,,,,,,03/08/2014,,15/12/2014,2,1681.1,4,68,63,0,10426.4,391.6,370.9,,        ,283,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,1907,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9753,33,,0,,,00:00,,,,,10/01/2015,,13/05/2015,,0,,,,13/05/2015,03/08/2014,,,,40,08/08/2012,,,,,,01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
32.4,5464,55,2,0,07/11/2015,1,1,1,1,3,1,חולבות,,1,4,5558,2,,,4256818,1823,,5456,5456,1349,1823,1183,26.8,2,-367,-18.2,-6.1,-0.05,0.05,-0.08,-263,-292,102,,,,,,,,,,,,,,,,,,,,,,0.022,1.85,103,08/08/2012,,,,,,,19/08/2014,,15/12/2014,1,0,6,0,0,0,0,0,0,,        ,267,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,33,,0,,,00:00,,,,,03/02/2015,,13/05/2015,,0,,,,13/05/2015,19/08/2014,,,,40,08/08/2012,,,,,,01/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
